city,comments,name,prices,quality_price,rating,services,stars,url
Isla Mujeres,74 opiniones,"The Soggy Peso Bed & Cocktail, Isla Mujeres",,ui_bubble_rating bubble_45,4.5,"Estacionamiento gratis,Internet gratuito,Piscina,Piscina al aire libre,Bar/Salón,Solo para adultos,Hotel para no fumadores,Check-in y check-out privado,Aire acondicionado,Servicio de limpieza,Caja fuerte,Botellas de agua,Máquina de café/té,Refrigerador,Productos de tocador de cortesía,Secador de pelo",,https://www.tripadvisor.com.mx/Hotel_Review-g150810-d1199369-Reviews-The_Soggy_Peso_Bed_Cocktail-Isla_Mujeres_Yucatan_Peninsula.html
Isla Mujeres,18 opiniones,"Villas San Miguel, Isla Mujeres",,ui_bubble_rating bubble_50,5.0,"Internet de alta velocidad gratuito (WiFi),Playa,Sala de estar,Kitchenette,Utensilios de cocina",,https://www.tripadvisor.com.mx/Hotel_Review-g150810-d16638800-Reviews-Villas_San_Miguel-Isla_Mujeres_Yucatan_Peninsula.html
Isla Mujeres,24 opiniones,"Casa Onali, Isla Mujeres",,ui_bubble_rating bubble_50,5.0,"Estacionamiento gratis,Internet de alta velocidad gratuito (WiFi),Desayuno disponible,Alquiler de bicicletas,Tours en bicicleta,Cadenas de televisión para niños,Actividades infantiles (Ideal para niños / familias),Se admiten mascotas ( Se aceptan perros / mascotas ),Aire acondicionado,Baño adicional,Servicio de limpieza,Servicio a la habitación,Máquina de café/té,Kitchenette,Bañera/Ducha,Productos de tocador de cortesía,Habitaciones para no fumadores,Habitaciones para familias",,https://www.tripadvisor.com.mx/Hotel_Review-g150810-d12654298-Reviews-Casa_Onali-Isla_Mujeres_Yucatan_Peninsula.html
Isla Mujeres,98 opiniones,"La Vida Dulce Casitas, Isla Mujeres",,ui_bubble_rating bubble_50,5.0,"Internet de alta velocidad gratuito (WiFi),Wifi,Piscina en la terraza,Hotel para no fumadores,Aire acondicionado,Kitchenette,Microondas,Refrigerador,Habitaciones para no fumadores",,https://www.tripadvisor.com.mx/Hotel_Review-g150810-d1413067-Reviews-La_Vida_Dulce_Casitas-Isla_Mujeres_Yucatan_Peninsula.html
Isla Mujeres,86 opiniones,"Color de Verano Village Apartments Apartamento, Isla Mujeres",,ui_bubble_rating bubble_50,5.0,"Internet de alta velocidad gratuito (WiFi),Wifi,Playa,Aire acondicionado,Balcón privado,Caja fuerte,Kitchenette,Refrigerador,Habitaciones para no fumadores,Suites",,https://www.tripadvisor.com.mx/Hotel_Review-g150810-d1407923-Reviews-Color_de_Verano_Village_Apartments-Isla_Mujeres_Yucatan_Peninsula.html
Isla Mujeres,88 opiniones,"Casa Roca Caribe, Isla Mujeres",,ui_bubble_rating bubble_50,5.0,"Estacionamiento gratis,Internet de alta velocidad gratuito (WiFi),Piscina,Restaurante,Playa,Se admiten mascotas ( Se aceptan perros / mascotas ),Centro de negocios con acceso a Internet,Conserje,Aire acondicionado,Kitchenette,Microondas,Refrigerador,Habitaciones para no fumadores,Suites",,https://www.tripadvisor.com.mx/Hotel_Review-g150810-d1960249-Reviews-Casa_Roca_Caribe-Isla_Mujeres_Yucatan_Peninsula.html
Isla Mujeres,111 opiniones,"Casa Flamboyan Villa vacacional, Isla Mujeres",,ui_bubble_rating bubble_50,5.0,"Estacionamiento gratis,Internet de alta velocidad gratuito (WiFi),Wifi,Piscina,Piscina infinita,Piscina al aire libre,Terraza en la azotea,Hotel para no fumadores,Aire acondicionado,Balcón privado,Máquina de café/té,Kitchenette,Microondas,Ducha a ras de suelo,Productos de tocador de cortesía,Secador de pelo,Vista al mar,Habitaciones para no fumadores,Suites",,https://www.tripadvisor.com.mx/Hotel_Review-g150810-d644917-Reviews-Casa_Flamboyan-Isla_Mujeres_Yucatan_Peninsula.html
Riviera Nayarit,51 opiniones,"Xocotla, Sayulita, Nayarit",,ui_bubble_rating bubble_50,5.0,"Estacionamiento gratis,Internet de alta velocidad gratuito (WiFi),Wifi,Piscina,Kitchenette,Refrigerador,Habitaciones para no fumadores",,https://www.tripadvisor.com.mx/Hotel_Review-g445056-d1136053-Reviews-Xocotla-Sayulita_Pacific_Coast.html
Isla Mujeres,139 opiniones,"Lolo Lorena, Isla Mujeres",,ui_bubble_rating bubble_50,5.0,"Estacionamiento gratis,Internet de alta velocidad gratuito (WiFi),Wifi,Piscina,Piscina al aire libre,Desayuno gratis,Restaurante,Aire acondicionado,Kitchenette,Refrigerador,Habitaciones para no fumadores,Suites,Habitaciones para familias",,https://www.tripadvisor.com.mx/Hotel_Review-g150810-d2030936-Reviews-Lolo_Lorena-Isla_Mujeres_Yucatan_Peninsula.html
Riviera Nayarit,56 opiniones,"Villa del Oso, Sayulita, Nayarit",,ui_bubble_rating bubble_45,5.0,"Estacionamiento gratis,Internet de alta velocidad gratuito (WiFi),Piscina,Bar/Salón,Playa,Se admiten mascotas ( Se aceptan perros / mascotas ),Transporte al aeropuerto,Servicio de lavandería,Aire acondicionado,Kitchenette,Habitaciones para no fumadores,Suites,Habitaciones para familias",,https://www.tripadvisor.com.mx/Hotel_Review-g445056-d3584575-Reviews-Villa_del_Oso-Sayulita_Pacific_Coast.html
Riviera Nayarit,95 opiniones,"Casa Buena Onda - Sayulita Surf Hotel, Nayarit",,ui_bubble_rating bubble_45,5.0,"Estacionamiento gratis,Internet de alta velocidad gratuito (WiFi),Wifi,Terraza en la azotea,Hotel para no fumadores,Servicio de lavandería,Habitaciones para no fumadores,Suites",,https://www.tripadvisor.com.mx/Hotel_Review-g445056-d1760392-Reviews-Casa_Buena_Onda_Sayulita_Surf_Hotel-Sayulita_Pacific_Coast.html
